hour_index,L1_t,S1_t,L2_t,S2_t,L3_t,S3_t,L4_t,S4_t,L5_t,S5_t,L6_t,S6_t,L7_t,S7_t,L8_t,S8_t,L9_t,S9_t,L10_t,S10_t,L11_t,S11_t,L12_t,S12_t,L13_t,S13_t,L14_t,S14_t,L15_t,S15_t,L16_t,S16_t,L17_t,S17_t,L18_t,S18_t,L19_t,S19_t,L20_t,S20_t,L21_t,S21_t,L22_t,S22_t,L23_t,S23_t,L24_t,S24_t,L25_t,S25_t,L26_t,S26_t,L27_t,S27_t,L28_t,S28_t,L29_t,S29_t,L30_t,S30_t,L31_t,S31_t,L32_t,S32_t,L33_t,S33_t,L34_t,S34_t,L35_t,S35_t,L36_t,S36_t,L37_t,S37_t,L38_t,S38_t,L39_t,S39_t,G1_t,G2_t,G3_t,G4_t,G5_t,G6_t,G7_t,G8_t,G9_t,G10_t,L1_t+1_pre,S1_t+1_pre,L2_t+1_pre,S2_t+1_pre,L3_t+1_pre,S3_t+1_pre,L4_t+1_pre,S4_t+1_pre,L5_t+1_pre,S5_t+1_pre,L6_t+1_pre,S6_t+1_pre,L7_t+1_pre,S7_t+1_pre,L8_t+1_pre,S8_t+1_pre,L9_t+1_pre,S9_t+1_pre,L10_t+1_pre,S10_t+1_pre,L11_t+1_pre,S11_t+1_pre,L12_t+1_pre,S12_t+1_pre,L13_t+1_pre,S13_t+1_pre,L14_t+1_pre,S14_t+1_pre,L15_t+1_pre,S15_t+1_pre,L16_t+1_pre,S16_t+1_pre,L17_t+1_pre,S17_t+1_pre,L18_t+1_pre,S18_t+1_pre,L19_t+1_pre,S19_t+1_pre,L20_t+1_pre,S20_t+1_pre,L21_t+1_pre,S21_t+1_pre,L22_t+1_pre,S22_t+1_pre,L23_t+1_pre,S23_t+1_pre,L24_t+1_pre,S24_t+1_pre,L25_t+1_pre,S25_t+1_pre,L26_t+1_pre,S26_t+1_pre,L27_t+1_pre,S27_t+1_pre,L28_t+1_pre,S28_t+1_pre,L29_t+1_pre,S29_t+1_pre,L30_t+1_pre,S30_t+1_pre,L31_t+1_pre,S31_t+1_pre,L32_t+1_pre,S32_t+1_pre,L33_t+1_pre,S33_t+1_pre,L34_t+1_pre,S34_t+1_pre,L35_t+1_pre,S35_t+1_pre,L36_t+1_pre,S36_t+1_pre,L37_t+1_pre,S37_t+1_pre,L38_t+1_pre,S38_t+1_pre,L39_t+1_pre,S39_t+1_pre,G1_t+1_res,G2_t+1_res,G3_t+1_res,G4_t+1_res,G5_t+1_res,G6_t+1_res,G7_t+1_res,G8_t+1_res,G9_t+1_res,G10_t+1_res
10,157.39,451.0,1.0,451.0,220.17,451.0,81.31,451.0,1.0,451.0,1.0,451.0,129.55,451.0,116.6,458.48,254.76,460.68,1.0,451.0,1.0,451.0,117.62,469.31,1.0,451.0,1.0,451.0,43.82,471.83,660.15,451.0,1.0,451.0,89.15,472.93,1.0,451.0,221.79,451.0,93.47,451.0,1.0,451.0,67.47,451.0,510.96,471.2,639.56,451.0,328.79,467.77,408.54,462.06,106.97,451.0,219.87,451.0,1.0,451.0,456.91,455.35,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.43,473.19,521.17,524.09,521.5,414.83,412.93,518.36,515.5,536.16,528.88,521.76,154.93,451.0,1.0,451.0,220.73,453.32,82.5,451.0,1.0,451.0,1.0,451.0,122.79,451.0,111.91,460.15,253.4,451.0,1.0,451.0,1.0,451.0,117.84,451.0,1.0,451.0,1.0,451.0,40.44,451.0,678.17,455.07,1.0,451.0,88.79,451.0,1.0,451.0,215.81,458.13,90.7,451.0,1.0,451.0,68.37,456.77,513.12,451.0,639.92,451.0,330.38,459.52,416.56,464.81,106.13,474.17,217.25,475.39,1.0,451.0,463.03,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,189.11,473.45,528.0,531.16,528.6,408.27,406.37,525.25,522.3,542.05,533.28,528.6
11,154.93,451.0,1.0,451.0,220.73,453.32,82.5,451.0,1.0,451.0,1.0,451.0,122.79,451.0,111.91,460.15,253.4,451.0,1.0,451.0,1.0,451.0,117.84,451.0,1.0,451.0,1.0,451.0,40.44,451.0,678.17,455.07,1.0,451.0,88.79,451.0,1.0,451.0,215.81,458.13,90.7,451.0,1.0,451.0,68.37,456.77,513.12,451.0,639.92,451.0,330.38,459.52,416.56,464.81,106.13,474.17,217.25,475.39,1.0,451.0,463.03,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,189.11,473.45,528.0,531.16,528.6,408.27,406.37,525.25,522.3,542.05,533.28,528.6,151.27,462.44,1.0,451.0,212.1,460.63,80.68,451.0,1.0,451.0,1.0,451.0,119.05,474.22,110.32,471.71,252.45,473.7,1.0,451.0,1.0,451.0,115.87,451.0,1.0,451.0,1.0,451.0,40.28,453.5,685.77,451.0,1.0,451.0,88.76,452.38,1.0,451.0,226.74,474.25,89.73,451.0,1.0,451.0,66.82,451.0,509.3,468.92,642.09,460.96,327.01,451.0,409.31,463.65,104.93,458.74,214.1,451.0,1.0,451.0,461.54,472.12,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.94,451.0,517.34,519.89,517.59,405.65,403.75,515.23,512.41,532.56,525.24,517.69
12,151.27,462.44,1.0,451.0,212.1,460.63,80.68,451.0,1.0,451.0,1.0,451.0,119.05,474.22,110.32,471.71,252.45,473.7,1.0,451.0,1.0,451.0,115.87,451.0,1.0,451.0,1.0,451.0,40.28,453.5,685.77,451.0,1.0,451.0,88.76,452.38,1.0,451.0,226.74,474.25,89.73,451.0,1.0,451.0,66.82,451.0,509.3,468.92,642.09,460.96,327.01,451.0,409.31,463.65,104.93,458.74,214.1,451.0,1.0,451.0,461.54,472.12,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,190.94,451.0,517.34,519.89,517.59,405.65,403.75,515.23,512.41,532.56,525.24,517.69,158.11,451.0,1.0,451.0,205.87,466.49,80.47,472.79,1.0,451.0,1.0,451.0,121.55,460.1,116.77,457.13,246.82,473.88,1.0,451.0,1.0,451.0,117.35,451.0,1.0,451.0,1.0,451.0,40.29,460.34,687.55,451.0,1.0,451.0,88.49,462.28,1.0,451.0,230.25,452.29,91.1,475.58,1.0,451.0,66.6,459.49,510.05,451.0,656.13,473.5,328.72,451.0,408.32,469.24,106.75,462.19,219.62,451.0,1.0,451.0,460.44,474.52,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,188.17,468.89,512.97,515.67,513.34,418.43,416.53,510.63,507.87,528.37,521.2,513.35
13,158.11,451.0,1.0,451.0,205.87,466.49,80.47,472.79,1.0,451.0,1.0,451.0,121.55,460.1,116.77,457.13,246.82,473.88,1.0,451.0,1.0,451.0,117.35,451.0,1.0,451.0,1.0,451.0,40.29,460.34,687.55,451.0,1.0,451.0,88.49,462.28,1.0,451.0,230.25,452.29,91.1,475.58,1.0,451.0,66.6,459.49,510.05,451.0,656.13,473.5,328.72,451.0,408.32,469.24,106.75,462.19,219.62,451.0,1.0,451.0,460.44,474.52,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,188.17,468.89,512.97,515.67,513.34,418.43,416.53,510.63,507.87,528.37,521.2,513.35,165.75,452.43,1.0,451.0,210.4,466.33,82.88,451.0,1.0,451.0,1.0,451.0,135.19,451.0,126.32,453.0,257.07,467.02,1.0,451.0,1.0,451.0,118.01,451.0,1.0,451.0,1.0,451.0,41.11,456.88,687.84,475.53,1.0,451.0,88.01,456.97,1.0,451.0,234.54,464.82,94.09,451.0,1.0,451.0,70.94,451.0,523.03,461.42,670.57,451.0,338.46,451.0,420.82,451.0,110.09,460.01,225.8,455.85,1.0,451.0,464.7,464.85,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,194.3,451.0,543.1,546.3,543.6,414.3,412.4,540.17,537.07,559.67,551.25,543.97
14,165.75,452.43,1.0,451.0,210.4,466.33,82.88,451.0,1.0,451.0,1.0,451.0,135.19,451.0,126.32,453.0,257.07,467.02,1.0,451.0,1.0,451.0,118.01,451.0,1.0,451.0,1.0,451.0,41.11,456.88,687.84,475.53,1.0,451.0,88.01,456.97,1.0,451.0,234.54,464.82,94.09,451.0,1.0,451.0,70.94,451.0,523.03,461.42,670.57,451.0,338.46,451.0,420.82,451.0,110.09,460.01,225.8,455.85,1.0,451.0,464.7,464.85,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,194.3,451.0,543.1,546.3,543.6,414.3,412.4,540.17,537.07,559.67,551.25,543.97,180.45,451.0,1.0,451.0,222.67,451.0,84.77,467.17,1.0,451.0,1.0,451.0,142.89,453.14,141.23,461.64,275.8,465.76,1.0,451.0,1.0,451.0,117.74,454.58,1.0,451.0,1.0,451.0,43.13,451.0,694.1,451.0,1.0,451.0,88.91,451.0,1.0,451.0,237.64,451.0,97.55,451.0,1.0,451.0,72.02,451.0,542.93,471.13,674.59,461.68,352.17,451.0,440.34,472.2,115.8,451.0,238.56,469.45,1.0,451.0,488.6,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,203.44,452.98,568.9,572.42,569.36,422.81,420.9,565.36,561.93,564.0,576.65,570.09
15,180.45,451.0,1.0,451.0,222.67,451.0,84.77,467.17,1.0,451.0,1.0,451.0,142.89,453.14,141.23,461.64,275.8,465.76,1.0,451.0,1.0,451.0,117.74,454.58,1.0,451.0,1.0,451.0,43.13,451.0,694.1,451.0,1.0,451.0,88.91,451.0,1.0,451.0,237.64,451.0,97.55,451.0,1.0,451.0,72.02,451.0,542.93,471.13,674.59,461.68,352.17,451.0,440.34,472.2,115.8,451.0,238.56,469.45,1.0,451.0,488.6,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,203.44,452.98,568.9,572.42,569.36,422.81,420.9,565.36,561.93,564.0,576.65,570.09,191.62,468.62,1.0,451.0,236.58,451.0,87.42,451.0,1.0,451.0,1.0,451.0,150.52,451.0,151.09,451.0,297.38,451.0,1.0,451.0,1.0,451.0,126.5,451.0,1.0,451.0,1.0,451.0,48.42,451.0,697.63,459.45,1.0,451.0,91.19,451.0,1.0,451.0,240.47,455.92,101.06,469.23,1.0,451.0,75.27,468.28,574.0,463.13,700.36,451.0,367.19,451.0,458.17,451.0,120.62,461.39,245.44,469.18,1.0,451.0,505.88,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,206.9,451.0,605.35,609.49,606.05,421.82,419.9,600.84,580.0,564.0,613.71,606.67
16,191.62,468.62,1.0,451.0,236.58,451.0,87.42,451.0,1.0,451.0,1.0,451.0,150.52,451.0,151.09,451.0,297.38,451.0,1.0,451.0,1.0,451.0,126.5,451.0,1.0,451.0,1.0,451.0,48.42,451.0,697.63,459.45,1.0,451.0,91.19,451.0,1.0,451.0,240.47,455.92,101.06,469.23,1.0,451.0,75.27,468.28,574.0,463.13,700.36,451.0,367.19,451.0,458.17,451.0,120.62,461.39,245.44,469.18,1.0,451.0,505.88,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,206.9,451.0,605.35,609.49,606.05,421.82,419.9,600.84,580.0,564.0,613.71,606.67,206.71,451.0,1.0,451.0,257.48,455.64,92.08,465.06,1.0,451.0,1.0,451.0,159.35,451.0,169.79,451.0,324.68,451.0,1.0,451.0,1.0,451.0,136.85,467.38,1.0,451.0,1.0,451.0,50.84,455.13,735.03,463.71,1.0,451.0,92.28,461.19,1.0,451.0,248.76,451.0,108.23,468.06,1.0,451.0,79.72,453.68,612.45,451.0,759.11,461.66,394.83,451.0,478.8,462.49,128.51,451.0,263.74,462.82,1.0,451.0,542.18,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,228.75,451.0,673.44,646.0,674.06,428.47,426.56,669.36,580.0,564.0,684.05,675.08
17,206.71,451.0,1.0,451.0,257.48,455.64,92.08,465.06,1.0,451.0,1.0,451.0,159.35,451.0,169.79,451.0,324.68,451.0,1.0,451.0,1.0,451.0,136.85,467.38,1.0,451.0,1.0,451.0,50.84,455.13,735.03,463.71,1.0,451.0,92.28,461.19,1.0,451.0,248.76,451.0,108.23,468.06,1.0,451.0,79.72,453.68,612.45,451.0,759.11,461.66,394.83,451.0,478.8,462.49,128.51,451.0,263.74,462.82,1.0,451.0,542.18,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,228.75,451.0,673.44,646.0,674.06,428.47,426.56,669.36,580.0,564.0,684.05,675.08,205.14,451.0,1.0,451.0,261.68,451.0,97.47,451.0,1.0,451.0,1.0,451.0,164.38,451.0,171.08,451.0,335.37,469.87,1.0,451.0,1.0,451.0,138.29,459.97,1.0,451.0,1.0,451.0,52.56,467.06,741.08,465.41,1.0,451.0,94.84,451.0,1.0,451.0,250.57,472.86,108.07,451.0,1.0,451.0,81.17,451.0,611.43,451.0,764.69,451.0,391.71,458.57,495.33,451.0,131.62,471.78,263.07,459.3,1.0,451.0,550.51,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,234.82,457.38,691.49,646.0,692.44,418.38,416.46,686.72,580.0,564.0,701.23,692.75
18,205.14,451.0,1.0,451.0,261.68,451.0,97.47,451.0,1.0,451.0,1.0,451.0,164.38,451.0,171.08,451.0,335.37,469.87,1.0,451.0,1.0,451.0,138.29,459.97,1.0,451.0,1.0,451.0,52.56,467.06,741.08,465.41,1.0,451.0,94.84,451.0,1.0,451.0,250.57,472.86,108.07,451.0,1.0,451.0,81.17,451.0,611.43,451.0,764.69,451.0,391.71,458.57,495.33,451.0,131.62,471.78,263.07,459.3,1.0,451.0,550.51,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,234.82,457.38,691.49,646.0,692.44,418.38,416.46,686.72,580.0,564.0,701.23,692.75,202.9,466.01,1.0,451.0,261.43,458.42,96.53,457.32,1.0,451.0,1.0,451.0,162.48,473.14,170.08,451.0,332.78,464.09,1.0,451.0,1.0,451.0,137.15,466.62,1.0,451.0,1.0,451.0,53.1,451.0,743.51,468.11,1.0,451.0,91.35,467.6,1.0,451.0,249.44,451.0,109.03,460.26,1.0,451.0,81.64,451.0,615.74,453.28,759.46,466.68,388.95,467.69,489.23,470.25,129.32,451.0,263.23,451.0,1.0,451.0,543.97,469.44,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,226.85,451.0,664.72,646.0,665.29,428.78,426.86,661.45,580.0,564.0,676.08,665.89
19,202.9,466.01,1.0,451.0,261.43,458.42,96.53,457.32,1.0,451.0,1.0,451.0,162.48,473.14,170.08,451.0,332.78,464.09,1.0,451.0,1.0,451.0,137.15,466.62,1.0,451.0,1.0,451.0,53.1,451.0,743.51,468.11,1.0,451.0,91.35,467.6,1.0,451.0,249.44,451.0,109.03,460.26,1.0,451.0,81.64,451.0,615.74,453.28,759.46,466.68,388.95,467.69,489.23,470.25,129.32,451.0,263.23,451.0,1.0,451.0,543.97,469.44,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,226.85,451.0,664.72,646.0,665.29,428.78,426.86,661.45,580.0,564.0,676.08,665.89,199.44,456.7,1.0,451.0,259.94,460.45,95.03,451.0,1.0,451.0,1.0,451.0,159.03,451.0,169.99,452.52,327.17,455.39,1.0,451.0,1.0,451.0,134.99,451.0,1.0,451.0,1.0,451.0,51.91,451.0,737.79,451.0,1.0,451.0,94.97,451.0,1.0,451.0,241.95,451.0,109.21,451.0,1.0,451.0,79.36,451.0,603.98,451.0,766.22,451.0,383.89,458.16,485.45,451.0,129.4,451.0,259.32,451.0,1.0,451.0,540.62,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,227.23,451.0,689.77,646.0,690.79,425.06,423.14,686.09,580.0,564.0,700.92,690.88
20,199.44,456.7,1.0,451.0,259.94,460.45,95.03,451.0,1.0,451.0,1.0,451.0,159.03,451.0,169.99,452.52,327.17,455.39,1.0,451.0,1.0,451.0,134.99,451.0,1.0,451.0,1.0,451.0,51.91,451.0,737.79,451.0,1.0,451.0,94.97,451.0,1.0,451.0,241.95,451.0,109.21,451.0,1.0,451.0,79.36,451.0,603.98,451.0,766.22,451.0,383.89,458.16,485.45,451.0,129.4,451.0,259.32,451.0,1.0,451.0,540.62,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,227.23,451.0,689.77,646.0,690.79,425.06,423.14,686.09,580.0,564.0,700.92,690.88,192.89,470.2,1.0,451.0,250.98,461.22,94.29,451.0,1.0,451.0,1.0,451.0,154.19,451.0,163.29,451.0,317.38,454.9,1.0,451.0,1.0,451.0,129.73,451.0,1.0,451.0,1.0,451.0,49.45,451.0,726.57,452.06,1.0,451.0,91.08,464.4,1.0,451.0,241.14,460.92,104.48,452.94,1.0,451.0,77.9,451.0,591.69,458.77,728.49,458.58,377.23,459.23,470.99,451.0,123.51,451.0,250.65,451.0,1.0,451.0,529.04,464.48,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,222.23,452.05,643.4,645.99,644.18,419.62,417.71,640.06,580.0,564.0,653.74,644.6
21,192.89,470.2,1.0,451.0,250.98,461.22,94.29,451.0,1.0,451.0,1.0,451.0,154.19,451.0,163.29,451.0,317.38,454.9,1.0,451.0,1.0,451.0,129.73,451.0,1.0,451.0,1.0,451.0,49.45,451.0,726.57,452.06,1.0,451.0,91.08,464.4,1.0,451.0,241.14,460.92,104.48,452.94,1.0,451.0,77.9,451.0,591.69,458.77,728.49,458.58,377.23,459.23,470.99,451.0,123.51,451.0,250.65,451.0,1.0,451.0,529.04,464.48,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,222.23,452.05,643.4,645.99,644.18,419.62,417.71,640.06,580.0,564.0,653.74,644.6,186.41,469.54,1.0,451.0,245.31,452.17,89.16,451.0,1.0,451.0,1.0,451.0,148.46,451.0,158.31,451.0,305.22,451.0,1.0,451.0,1.0,451.0,122.54,470.06,1.0,451.0,1.0,451.0,49.13,452.77,710.16,451.0,1.0,451.0,87.81,451.0,1.0,451.0,239.22,451.0,101.91,451.0,1.0,451.0,74.8,451.0,568.66,451.0,707.83,460.79,368.74,462.53,457.69,451.0,122.13,469.72,244.42,467.81,1.0,451.0,508.47,465.87,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,212.2,451.0,609.66,613.59,610.09,423.63,421.72,606.06,580.0,564.0,617.4,610.94
22,186.41,469.54,1.0,451.0,245.31,452.17,89.16,451.0,1.0,451.0,1.0,451.0,148.46,451.0,158.31,451.0,305.22,451.0,1.0,451.0,1.0,451.0,122.54,470.06,1.0,451.0,1.0,451.0,49.13,452.77,710.16,451.0,1.0,451.0,87.81,451.0,1.0,451.0,239.22,451.0,101.91,451.0,1.0,451.0,74.8,451.0,568.66,451.0,707.83,460.79,368.74,462.53,457.69,451.0,122.13,469.72,244.42,467.81,1.0,451.0,508.47,465.87,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,212.2,451.0,609.66,613.59,610.09,423.63,421.72,606.06,580.0,564.0,617.4,610.94,177.7,451.0,1.0,451.0,232.16,455.72,84.7,451.0,1.0,451.0,1.0,451.0,140.2,451.0,150.57,451.0,287.98,451.0,1.0,451.0,1.0,451.0,118.88,465.7,1.0,451.0,1.0,451.0,45.45,451.0,681.94,451.0,1.0,451.0,88.01,462.08,1.0,451.0,225.43,456.87,98.02,461.43,1.0,451.0,71.62,452.91,543.95,451.0,680.96,455.5,349.52,464.17,431.16,451.0,116.06,459.15,238.82,455.75,1.0,451.0,501.34,470.29,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,203.45,451.0,576.51,580.18,576.95,413.77,411.86,572.44,568.92,564.0,584.15,578.08
23,177.7,451.0,1.0,451.0,232.16,455.72,84.7,451.0,1.0,451.0,1.0,451.0,140.2,451.0,150.57,451.0,287.98,451.0,1.0,451.0,1.0,451.0,118.88,465.7,1.0,451.0,1.0,451.0,45.45,451.0,681.94,451.0,1.0,451.0,88.01,462.08,1.0,451.0,225.43,456.87,98.02,461.43,1.0,451.0,71.62,452.91,543.95,451.0,680.96,455.5,349.52,464.17,431.16,451.0,116.06,459.15,238.82,455.75,1.0,451.0,501.34,470.29,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,203.45,451.0,576.51,580.18,576.95,413.77,411.86,572.44,568.92,564.0,584.15,578.08,168.15,463.65,1.0,451.0,221.95,451.0,80.87,470.05,1.0,451.0,1.0,451.0,132.97,451.0,143.0,452.05,271.27,451.0,1.0,451.0,1.0,451.0,114.04,451.0,1.0,451.0,1.0,451.0,40.93,451.0,653.51,458.68,1.0,451.0,87.08,451.0,1.0,451.0,213.63,471.05,93.05,452.43,1.0,451.0,68.99,451.0,513.09,464.16,663.69,451.0,335.87,451.0,416.34,465.03,109.24,470.56,222.57,451.0,1.0,451.0,464.18,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,194.87,451.0,542.31,545.69,542.83,400.7,398.79,538.64,535.55,557.63,549.04,543.65
24,168.15,463.65,1.0,451.0,221.95,451.0,80.87,470.05,1.0,451.0,1.0,451.0,132.97,451.0,143.0,452.05,271.27,451.0,1.0,451.0,1.0,451.0,114.04,451.0,1.0,451.0,1.0,451.0,40.93,451.0,653.51,458.68,1.0,451.0,87.08,451.0,1.0,451.0,213.63,471.05,93.05,452.43,1.0,451.0,68.99,451.0,513.09,464.16,663.69,451.0,335.87,451.0,416.34,465.03,109.24,470.56,222.57,451.0,1.0,451.0,464.18,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,194.87,451.0,542.31,545.69,542.83,400.7,398.79,538.64,535.55,557.63,549.04,543.65,164.38,471.44,1.0,451.0,210.5,451.0,77.82,451.0,1.0,451.0,1.0,451.0,127.79,453.41,136.39,462.17,255.89,451.43,1.0,451.0,1.0,451.0,111.06,451.0,1.0,451.0,1.0,451.0,41.36,464.1,616.19,451.0,1.0,451.0,86.61,456.55,1.0,451.0,205.03,451.0,88.46,454.96,1.0,451.0,66.21,451.0,493.02,451.0,625.72,451.0,321.74,451.0,393.82,457.64,105.61,457.4,212.67,466.51,1.0,451.0,451.2,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,184.59,451.0,514.49,517.66,515.06,406.4,404.5,511.15,508.39,528.23,520.49,515.64
25,164.38,471.44,1.0,451.0,210.5,451.0,77.82,451.0,1.0,451.0,1.0,451.0,127.79,453.41,136.39,462.17,255.89,451.43,1.0,451.0,1.0,451.0,111.06,451.0,1.0,451.0,1.0,451.0,41.36,464.1,616.19,451.0,1.0,451.0,86.61,456.55,1.0,451.0,205.03,451.0,88.46,454.96,1.0,451.0,66.21,451.0,493.02,451.0,625.72,451.0,321.74,451.0,393.82,457.64,105.61,457.4,212.67,466.51,1.0,451.0,451.2,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,184.59,451.0,514.49,517.66,515.06,406.4,404.5,511.15,508.39,528.23,520.49,515.64,162.46,451.0,1.0,451.0,210.3,451.0,76.01,451.0,1.0,451.0,1.0,451.0,124.06,456.65,130.53,451.49,245.28,466.23,1.0,451.0,1.0,451.0,109.0,464.84,1.0,451.0,1.0,451.0,39.74,459.91,592.33,451.0,1.0,451.0,87.7,454.45,1.0,451.0,200.81,455.52,87.19,451.0,1.0,451.0,64.14,451.0,483.16,451.0,604.19,451.0,310.66,451.0,384.81,451.0,102.36,451.0,206.62,454.69,1.0,451.0,429.94,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,179.02,467.77,498.9,501.59,499.14,402.02,400.12,495.82,493.23,512.28,505.47,499.62
26,162.46,451.0,1.0,451.0,210.3,451.0,76.01,451.0,1.0,451.0,1.0,451.0,124.06,456.65,130.53,451.49,245.28,466.23,1.0,451.0,1.0,451.0,109.0,464.84,1.0,451.0,1.0,451.0,39.74,459.91,592.33,451.0,1.0,451.0,87.7,454.45,1.0,451.0,200.81,455.52,87.19,451.0,1.0,451.0,64.14,451.0,483.16,451.0,604.19,451.0,310.66,451.0,384.81,451.0,102.36,451.0,206.62,454.69,1.0,451.0,429.94,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,179.02,467.77,498.9,501.59,499.14,402.02,400.12,495.82,493.23,512.28,505.47,499.62,160.57,453.76,1.0,451.0,212.15,451.0,64.21,451.0,1.0,451.0,1.0,451.0,122.18,451.0,129.07,464.22,238.19,451.0,1.0,451.0,1.0,451.0,108.04,451.0,1.0,451.0,1.0,451.0,39.52,464.94,585.85,451.0,1.0,451.0,86.41,451.0,1.0,451.0,199.97,451.0,85.05,454.56,1.0,451.0,62.31,451.0,476.43,451.0,594.41,463.98,304.64,472.54,383.51,454.77,99.54,464.71,199.68,462.95,1.0,451.0,423.88,453.85,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,175.72,460.22,484.14,486.79,484.47,403.86,401.96,480.93,478.49,495.59,488.57,485.22
